rating,title,text,date
5,(No title),fantastic groww trading and demand account india s top broker.,2026-06-04
1,(No title),Not recommended as high charges have been levied there.,2026-06-04
5,(No title),happy to groww,2026-06-04
1,(No title),it's doesn't even deserve a single star,2026-06-04
5,(No title),our good experience with grow the financial investment I use this platform for improving money and this is the best tool to easy to use and comfortable to understand charge candlestick patterns,2026-06-04
5,(No title),it is very easy app to manage all mutual fund. very user friendly.,2026-06-04
5,(No title),very good,2026-06-04
5,(No title),very useful app in student,2026-06-04
4,(No title),Now last updation is satisfied because transaction history is clear and correct amount shown in F&O,2026-06-04
5,(No title),good 👍😊,2026-06-04
4,(No title),good 👍,2026-06-04
5,(No title),very nice 👍,2026-06-04
4,(No title),Trying to switch my MF SIP investment from an ELSS fund to another fund from the same MF house. It is saying unable to switch since ELSS investments need to cover 3 yrs. I am trying for that amount which are already 3 years old still giving the same problem. In gist: unable to switch mf fund which is more than 3 years old.,2026-06-04
5,(No title),very nice plateform in limited charges,2026-06-04
5,(No title),"Nice application , easy to operate",2026-06-04
5,(No title),"some time instantly withdraw disabled, some time position not showing... this is some disadvantages... overall good app",2026-06-04
5,(No title),good,2026-06-04
5,(No title),Nice aap,2026-06-04
4,(No title),indicator thode Kam Hai Baki badhiya app hai,2026-06-04
5,(No title),best app,2026-06-04
5,(No title),super,2026-06-04
1,(No title),best app for beginners traders,2026-06-04
5,(No title),thanku groww sabse acha app groww he mene 3 year se uj karrahahu svhi trading apps se achahe,2026-06-04
5,(No title),good,2026-06-04
5,(No title),Good 👍,2026-06-04
5,(No title),good app I love it,2026-06-04
5,(No title),Best,2026-06-04
5,(No title),easy to use,2026-06-04
5,(No title),good,2026-06-04
5,(No title),Great,2026-06-04
5,(No title),super,2026-06-04
5,(No title),gatiya,2026-06-04
5,(No title),"Yes, all the brokerage companies charge brokerage charges towards us but GROWW is paisa vasool for that broking charges.It is easily accessible and anyone can understand the basics in this efficiently and fast.Love this App❤️",2026-06-04
4,(No title),good,2026-06-04
5,(No title),good,2026-06-04
5,(No title),3 years ago i used grow and now I'm using grow I feels like two diffrent apps now perfect,2026-06-04
5,(No title),nice app,2026-06-04
5,(No title),good service,2026-06-04
5,(No title),good,2026-06-04
1,(No title),don't trust this app it's a pure fraud app....,2026-06-04
5,(No title),Nice,2026-06-04
1,(No title),After update app not user friendly iam facing reliably issue,2026-06-04
5,(No title),Wow App,2026-06-04
5,(No title),good,2026-06-04
5,(No title),It is good for investment money to provide a high interest rate for your money,2026-06-04
5,(No title),"very excellent but your Recommendation by analysis sectors share wise weekly, monthly, yearly will make your Demat account holders will be benefited",2026-06-04
5,(No title),Verry Good,2026-06-04
5,(No title),good app,2026-06-04
5,(No title),easy filters,2026-06-04
1,(No title),whenever want to book profit Always took 2 minutes to execute the order and had to book almost half of the profit,2026-06-04
5,(No title),clean and easy to use interference,2026-06-04
5,(No title),excellent app to be used,2026-06-04
5,(No title),good,2026-06-04
1,(No title),Grow should be renamed as Glitch!,2026-06-04
5,(No title),ok,2026-06-04
5,(No title),very good,2026-06-04
5,(No title),good,2026-06-04
5,(No title),good,2026-06-04
5,(No title),👍,2026-06-04
5,(No title),nice app,2026-06-04
1,(No title),grow is the worst app I ever used.,2026-06-04
5,(No title),Nice 👍,2026-06-04
5,(No title),excellent experience,2026-06-04
1,(No title),"Very Bad App, I tried 1 Month to earn money but I will lose everytume",2026-06-04
5,(No title),very good,2026-06-04
5,(No title),ok,2026-06-04
5,(No title),good,2026-06-04
5,(No title),grow was a best platform in Indian market and minimum brokerage aap,2026-06-04
5,(No title),good,2026-06-04
1,(No title),"worst update, previous version was best",2026-06-04
5,(No title),All Good,2026-06-04
5,(No title),daimond wala app,2026-06-04
5,(No title),trust,2026-06-04
5,(No title),Best Application ☺️,2026-06-04
5,(No title),Very Good User Friendly Appliance. Enjoy Investing.,2026-06-04
1,(No title),withdraw money cheater 🙏don't believe this app please please please 🙏,2026-06-04
3,(No title),Very snappy UX. One major issue is for some stocks it selects MTF by default instead of Delivery. Major flaw and should be fixed ASAP Another issue is the portfolio view resets to default if the app is minimised for a few seconds.,2026-06-04
4,(No title),good job,2026-06-04
4,(No title),🙏🙏,2026-06-04
5,(No title),groww helpful app,2026-06-04
1,(No title),previous scalper mode was best... current one is not good,2026-06-04
5,(No title),❤️❤️❤️❤️,2026-06-04
1,(No title),worst app I suffered losses rs 4000 because of Auto exit if auto exit is not exist then I earn more than 5000 rs that day this is not a first time and The stock you are looking at to trade is not available for trade. I recommend to use another broker apk,2026-06-04
1,(No title),i sell my stock at 45 and you guys are taking 24 + tax for external charges.. its compeletely wrong,2026-06-04
1,(No title),login nahi ho raha hai...paisa soch samajh kar invest kare...sawdhan rahe.,2026-06-04
4,(No title),scalping mide not proper working. clear the error. last 3-4days facing problem. please resolve this issue asap.,2026-06-04
5,(No title),grow is very easier than others apps,2026-06-04
5,(No title),best share market friends,2026-06-04
1,(No title),I can't sell my share to time in America eran war.... this apps deley my share I shifted my account to sbi bank,2026-06-04
5,(No title),fine,2026-06-04
5,(No title),good,2026-06-04
1,(No title),Does not allow deletion,2026-06-04
5,(No title),superstar 🤩💪,2026-06-04
5,(No title),nice 👍,2026-06-04
5,(No title),super,2026-06-04
5,(No title),curated very well for its intended use.,2026-06-04
5,(No title),Super 👍,2026-06-04
3,(No title),pls check the stock prices not showing accurately in the apps. chart highs and lows are being shown incorrectly in high and low section.,2026-06-04
5,(No title),good,2026-06-04
5,(No title),simple to use,2026-06-04
5,(No title),This is best ever trading n investing platform very easy to use n understand.with very easy UI.Fully Satisfied.,2026-06-04
5,(No title),nice aap,2026-06-04
5,(No title),good,2026-06-04
5,(No title),nice app but brokerage charger jasti hai,2026-06-04
5,(No title),Very Good,2026-06-04
5,(No title),very naic aap so betifulapp,2026-06-04
5,(No title),😊👍,2026-06-04
5,(No title),good 👍,2026-06-04
5,(No title),Very easy to use for investment in individual stocks and Mutual funds. But you will not get detailed info...,2026-06-04
2,(No title),unable to withdraw,2026-06-04
5,(No title),Good,2026-06-04
5,(No title),good 👍,2026-06-04
5,(No title),super,2026-06-04
5,(No title),please include SIF along with all mutual fund,2026-06-04
5,(No title),ok,2026-06-04
4,(No title),good experience 👍,2026-06-04
5,(No title),very user friendly app,2026-06-04
1,(No title),nice 👍,2026-06-04
4,(No title),apps is very slow and add it new software for stocks check and sip check,2026-06-03
1,(No title),Big loot company,2026-06-03
5,(No title),Very helpful app,2026-06-03
5,(No title),one of the good investments app,2026-06-03
4,(No title),good app,2026-06-03
1,(No title),"Nowadays, updating portfolios is taking significantly longer than before, which is necessitating the use of other applications.",2026-06-03
5,(No title),good,2026-06-03
5,(No title),best and trustworthy,2026-06-03
4,(No title),nice,2026-06-03
5,(No title),Best 🥳🎉🎉,2026-06-03
3,(No title),"Earlier there was only brokerage on selling now its on both, also everytime you purchase the share on same day of same company you need to pay brokerage. I am still invested but not happy with this initiative of Groww. It's been last two years I am using. Definetly it's easy to use, almost all features are there what you can expect.",2026-06-03
4,(No title),good,2026-06-03
5,(No title),GREAT,2026-06-03
1,(No title),bhai itna brokerage Kaun leta hai 1 din mein 2223 ka brokerage Le lete ho aam aadami aapke sath nahin jud Sakta...,2026-06-03
1,(No title),jb koi bda movement ane wala ho jb profit le skte he tb inke indicator kam krna bnd kr dete he 7 din me 2 bar problem bni he last wale update bd scalper mod me index change ka option hi change kr diya tha,2026-06-03
5,(No title),good,2026-06-03
5,(No title),groww app is the best trading app,2026-06-03
4,(No title),best,2026-06-03
5,(No title),Wow super nice,2026-06-03
5,(No title),good,2026-06-03
5,(No title),very good prormence,2026-06-03
5,(No title),good,2026-06-03
5,(No title),Great app for beginners,2026-06-03
5,(No title),"I will give it a 5 Star but I am not satisfied because of this i got this message from the groww app help team ( Currently, you cannot directly edit an existing SIP to change the amount. To increase your SIP amount from ₹300 to ₹600, you will need to cancel your current SIP and then create a new one with the desired amount of ₹600.) For a small request to the Groww team , if there is any chance on the next update.. Set edit option an existing SIP to change the amount increase or decrease option",2026-06-03
4,(No title),good,2026-06-03
5,(No title),nice,2026-06-03
5,(No title),good 👍,2026-06-03
5,(No title),all good,2026-06-03
5,(No title),life time happiness 😊,2026-06-03
1,(No title),మొడ్డల app ఎందుకురా మాకు యాడ్స్ ఇస్తారు కట్ చేస్తే పోదు లంజే సోది అంత అయిపోయాక కట్ అవుతాది,2026-06-03
4,(No title),good 👍,2026-06-03
1,(No title),don't create the account on groww as it's very bad service provided and high charged apply,2026-06-03
5,(No title),outstanding aap groww,2026-06-03
5,(No title),"It offers a highly simplified, intuitive interface built primarily for mobile-first users and beginners.",2026-06-03
1,(No title),"I have came to the understanding that you leak a lot of important information about your coustomer to third party softwares... I have personal data on this, I hope this type of behavior from your company is illegal in India.",2026-06-03
1,(No title),Charges unnecessary hidden charges. Does not offer free online Closure and transfer service. Should not be downloaded. Worst app for trading. Does not care about customers.,2026-06-03
5,(No title),Nice App experience,2026-06-03
4,(No title),some times when option scalper start and take orders then profit ya loss panel stuck please modify that .,2026-06-03
1,(No title),too much hanging problem during the trade.its really pathetic. i have lost many time thousands of rupees,2026-06-03
5,(No title),easy trade of success....,2026-06-03
1,(No title),worst trading application. too much latency issues.,2026-06-03
5,(No title),Very useful UI for training 🙂,2026-06-03
1,(No title),बहुत ज्यादा hang over रहती है fake candle show some time exit button not working,2026-06-03
4,(No title),It would have been better if the app had an option to view your NPS portfolio as well.,2026-06-03
1,(No title),useless,2026-06-03
5,(No title),reliable and prompt,2026-06-03
5,(No title),Really great app to use . Ui is very simple and easy to handle as compared to others,2026-06-03
1,(No title),Boot App 0% Best Customer Support Service,2026-06-03
5,(No title),very good app,2026-06-03
5,(No title),very nice,2026-06-03
5,(No title),very good,2026-06-03
5,(No title),nice,2026-06-03
5,(No title),very good 👍👍,2026-06-03
1,(No title),"don't use it if you want your money to be safe..this app lags too much ,they charge High but app and it's customer support is pathetic..this app is not for traders you will lose your money if right time entry and exit will not work with app function... I am using both the mode webpage and mobile application",2026-06-03
5,(No title),good site and service,2026-06-03
3,(No title),facing problem while opening the nifty sensex chart when I click on the amount exit option continuously keeps on shivering and by which I always exited at wrong move. kindly do something on it.,2026-06-03
5,(No title),good,2026-06-03
2,(No title),grow is not brocker its a eating butter from a dead man's scalp(money as brockrage ).,2026-06-03
5,(No title),😊 good,2026-06-03
4,(No title),Can you please release an option where I can order a reedem call on Mutual fund on a specific NAV.,2026-06-03
5,(No title),👍,2026-06-03
5,(No title),After the latest update there are a lot of problems exiting the a trade fast it's getting hung every time,2026-06-03
5,(No title),Very good groww broking app,2026-06-03
5,(No title),very clear.,2026-06-03
5,(No title),very good,2026-06-03
5,(No title),good ap app,2026-06-03
4,(No title),good,2026-06-03
5,(No title),good,2026-06-03
5,(No title),best app for trading,2026-06-03
3,(No title),Good,2026-06-03
5,(No title),nice,2026-06-03
4,(No title),good,2026-06-03
5,(No title),good,2026-06-03
5,(No title),super,2026-06-03
5,(No title),👍,2026-06-03
1,(No title),"Keeps sending stupid notifications constantly showing stocks in portfolio down or up by 2%, sometimes when they are not. Need to keep notifications on for the stock alerts I have put. Will edit the rating once this is resolved. Otherwise everything in the app is great.",2026-06-03
5,(No title),"This my first experience in options trading, i am doing better in options trading but I can't book my profit otherwise the app is outstanding, mind-blowing",2026-06-03
1,(No title),worst app,2026-06-03
5,(No title),good,2026-06-03
4,(No title),great application,2026-06-03
1,(No title),this is the most worst app in the world for trading.I am withdrawing my money from morning I have tried atleast 10 to 15 times and I have not received my money.I suggested this app is worst trading platform in the world. I have made a very big mistake that I have used this app. They have blocked my account without any reason. I have done my kyc again and again near about 10 to 12 time and my account is blocked yet I request you to don't use this app,2026-06-03
5,(No title),🤣,2026-06-03
5,(No title),my favourite app,2026-06-03
5,(No title),good to compare funds and Market,2026-06-03
5,(No title),ok,2026-06-03
5,(No title),good sfsafvsd,2026-06-03
1,(No title),Chart loading problem.,2026-06-03
4,(No title),good,2026-06-03
5,(No title),nice application 🙏🙏🙏🙏🙏,2026-06-03
1,(No title),don't trust read all their conditions,2026-06-03
5,(No title),super super,2026-06-03
5,(No title),nice,2026-06-03
1,(No title),it's not fast in F&O.. my suggestion kite will be better even intraday also they will close the price automatically below upper circute limit.,2026-06-03
1,(No title),due to glitch I lost 1000,2026-06-03
5,(No title),good 👍,2026-06-03
2,(No title),I have a very poor experience. Customer Support is pathetic. Experiencing technical glitches but no reliable support. The support team gives generic replies which is quite frustrating.,2026-06-03
4,(No title),good,2026-06-03
5,(No title),best app,2026-06-03
5,(No title),"Groww is an unquestionably the best app , but recently facing an issue with delay in watchlist update .",2026-06-03
2,(No title),"After the latest update, the app isn't working properly. Today's high and today's low prices are showing incorrect data. Please fix this bug ASAP as it affects trading decisions...",2026-06-03
5,(No title),good ui easy searching,2026-06-03
5,(No title),good,2026-06-03
1,(No title),"don't prefer this trading app. chart is slow,takes too much time to open the chart.",2026-06-03
4,(No title),i am starting today.... so far so good,2026-06-03
5,(No title),cool interface,2026-06-03
5,(No title),good,2026-06-03
4,(No title),good,2026-06-03
5,(No title),Excellent 👍,2026-06-03
1,(No title),grow app is not good app keuki esma target apni marzi sa hit hota haa joo target hmm rkhta haa osa hit nhi krta oska nicha hei hit kar dita haa or sl vii kai var hit nhi krta sl price ka upper jkar kudh hei exit krna pdta haa or esma server problem ki vja sa entry mis hoo jati haa rating 0,2026-06-03
4,(No title),ok,2026-06-03
5,(No title),user friendly,2026-06-03
5,(No title),overall good. easily handling and affordable to use,2026-06-03
5,(No title),nice app,2026-06-03
1,(No title),font size is too small can I increase font size in groww app?,2026-06-03
5,(No title),Good👍,2026-06-03
1,(No title),it's laggy and showing inaccurate data...,2026-06-03
1,(No title),This app show current high price not showing maximum today high.old version is better than new,2026-06-03
4,(No title),good,2026-06-03
5,(No title),very nice application,2026-06-03
1,(No title),So many lags and errors in showing real-time trades info of sellers and buyers. Can't trade properly due to improper content.,2026-06-03
5,(No title),chumma great,2026-06-03
1,(No title),very bad,2026-06-03
1,(No title),"From past few days unable to add fund, whenever try it comes verifying your device",2026-06-03
5,(No title),good 👍,2026-06-03
5,(No title),best apps,2026-06-03
5,(No title),happy,2026-06-03
5,(No title),Nice aap ezy handal,2026-06-03
5,(No title),best app,2026-06-03
5,(No title),excellent,2026-06-03
5,(No title),"Please add a toggle to hide F&O and Loan tabs. I am strictly a long-term stock/MF investor, but your cluttered UI caused me to accidentally activate the high-risk F&O segment via a misclick. Investors need the autonomy to customize their dashboard based on their investing style. Letting us hide unused tabs would clean up the visual space and prevent expensive accidental errors. Please prioritize this UI/UX fix!",2026-06-03
1,(No title),exit karte vakt gilch ho raha update kro app ko,2026-06-03
5,(No title),good profomos,2026-06-03
5,(No title),good application and easy to track the stock and able to predict the share. if you guys integrate the AI would be a best,2026-06-03
5,(No title),nice to markat my life and,2026-06-03
5,(No title),good very good 😊👍,2026-06-03
1,(No title),Please rollback to the previous stable version of the app immediately. The latest update has a critical bug where refreshing live data causes the app to crash completely. This issue is preventing me from execution and putting in my trades.,2026-06-03
5,(No title),perfect 👍,2026-06-03
5,(No title),excellent,2026-06-03
5,(No title),system ko aur easy banaen,2026-06-03
4,(No title),overall good,2026-06-03
5,(No title),love 💗,2026-06-03
5,(No title),it is very convenience. It is such an easy app.,2026-06-03
5,(No title),nice,2026-06-03
5,(No title),"i really impressed, because it's to easy to use, For Beginner it's too Good !",2026-06-03
5,(No title),good sarvice,2026-06-03
5,(No title),Very good,2026-06-03
5,(No title),Best application for treding and options treading fast n accurate,2026-06-03
5,(No title),good 💯,2026-06-03
5,(No title),best earing app,2026-06-03
5,(No title),Nice,2026-06-03
5,(No title),please try to add allow commodities orders in pre Market. its helpfull lot,2026-06-03
4,(No title),please try to allow commodities orders in pre market,2026-06-03
5,(No title),very good,2026-06-02
5,(No title),good platform aplication groww mein isko 5 star deta Hun,2026-06-02
1,(No title),This app is only for beginners I mean only beginners use this aap but please stop using this aap in your starting journey at a time you will become habituated and then you will find this is worst aap you will not get proper info about your trade. you can't control your overtrading there is no kill switch at June 2026 very pathetic... I STRONGLY SUGGEST NOT TO USE THIS AAP...IF ANYBODY DNT WANT TO RUIN YOUR TRADING JOURNEY...,2026-06-02
5,(No title),Good,2026-06-02
3,(No title),"only for investment ok.. not trading, more charge groww app",2026-06-02
5,(No title),thankyou,2026-06-02
5,(No title),🌼best,2026-06-02
5,(No title),very good,2026-06-02
5,(No title),perfect trading partner,2026-06-02
5,(No title),Good,2026-06-02
5,(No title),awsome,2026-06-02
5,(No title),Good to use,2026-06-02
5,(No title),Vary Good Helpful Service.EcxellentMangemet.,2026-06-02
5,(No title),good,2026-06-02
1,(No title),is app ka withdrawal aur stock sell thik nhi h,2026-06-02
5,(No title),good,2026-06-02
5,(No title),excellent 👌🏻,2026-06-02
5,(No title),good,2026-06-02
5,(No title),plz reduce brokrage charge from 20 to 10 rupees in intra day,2026-06-02
1,(No title),"!!!!! SUSPICIOUS ACTIVITY !!!!! Something is off with this app. It happened multiple times that a position in loss was exited instead of the one in profit. Like, how is it possible when I open position A to exit, how can you exit from B or C ? Cheap way of getting more cut out of a trade.",2026-06-02
1,(No title),"02/26 Charged high brokarege & external charges also CDSL DP charges & charged Brokers dp charges on each trade trasanction daily. 23/01//2024: App is not working properly, unable login through app or through website, suddenly in between working session any time it is off, no contact number, customer care not working,unable to contact any way to groww these are very worst case & very bad services. Repeatedly non satisfied time consuming, High,took double charges mtf, pledge/unpledge❌ Services..",2026-06-02
5,(No title),super,2026-06-02
5,(No title),👍👍👍👍,2026-06-02
5,(No title),"YES, I CAN LEARN SOME BASIC TIPS AND TRICK",2026-06-02
5,(No title),best app for new traders,2026-06-02
5,(No title),ok,2026-06-02
4,(No title),"Hi team, recently you updated one feature right that's called F&O symbol and scalper options . see when I clicked position then screen is highlighted and moving rapidly and position does not close quickly. please resolve this issue as soon as possible",2026-06-02
5,(No title),trusted & easy to use,2026-06-02
4,(No title),total holding Qty investment Amount Current Amount Total Gain/Loss (Amount + %) Today Gain/loss (Amount + %) Should Visible In Hohlding .,2026-06-02
3,(No title),groww babu ek dikkat hai aap se jai se ki mere pass mtf me merae pass koi company ka 50 share hai usme se ager 10pis delivery mein dhakelna chahte hai to nahi hota hai usko aap thik karo,2026-06-02
5,(No title),nice This,2026-06-02
5,(No title),exept mtf charges overall good,2026-06-02
5,(No title),best tred aap,2026-06-02
3,(No title),good app,2026-06-02
5,(No title),thank you so much,2026-06-02
1,(No title),useless 😞,2026-06-02
5,(No title),👍🏻👍🏻👍🏻,2026-06-02
5,(No title),nice,2026-06-02
5,(No title),good investment app,2026-06-02
5,(No title),good,2026-06-02
5,(No title),super,2026-06-02
5,(No title),good application,2026-06-02
5,(No title),kindly bring back ₹100 stock SIP.,2026-06-02
5,(No title),Great app,2026-06-02
1,(No title),cut off high brokerages charges compare of other app like Dhan,2026-06-02
5,(No title),good 👍,2026-06-02
2,(No title),"• Using Groww for 2+ years. • Frequent updates, but bugs never seem to end. • Chart prices and buy/sell prices often don't match. • Reinstalled the app and even changed devices, but the same issues persist. • Charts are sometimes inaccurate and unreliable. • Customer support is disappointing. • Support agents often ignore concerns and act as if they are always right. • Calls sometimes get disconnected without proper resolution.",2026-06-02
3,(No title),"Every day call from different number and said ur broking company send ur profile. Can u buy our trading tips? Why Groww sell our data, name and mobile num to such trading tip company?",2026-06-02
5,(No title),happy,2026-06-02
5,(No title),easy and understable,2026-06-02
1,(No title),"DON'T/ NEVER USE THIS APP , TOTALLY FROUD ALL ABOUT...... VERY SLOW AND HIDE INDICATOR",2026-06-02
5,(No title),👍🫡,2026-06-02
5,(No title),simple n clear.. recommended,2026-06-02
1,(No title),"Earlier, the UI was much simpler and more user-friendly. It allowed users to track market movements in both points and percentage simultaneously, making it easy to understand performance at a glance. The recent redesign has worsened the experience. Merging the quarterly and yearly revenue/profit charts into a single view has made financial analysis confusing. Features that were previously easy to access now require more effort and provide less clarity. I am planning to switch broker",2026-06-02
5,(No title),easy to use options are very simple,2026-06-02
2,(No title),iske buyers or seller me glitch a rha h ye ik cheez 3 time dikha rha h,2026-06-02
1,(No title),Financial performance was much more clearly visible in the older version. 😭😭🙃,2026-06-02
5,(No title),veri good,2026-06-02
1,(No title),bad experience ever they charged too much after sell shares i spent 124 and sell it on 126 and after all decdated charged this is 64 rupee only,2026-06-02
4,(No title),good app,2026-06-02
5,(No title),👍,2026-06-02
5,(No title),Very good,2026-06-02
5,(No title),good,2026-06-02
5,(No title),best,2026-06-02
5,(No title),good 👍,2026-06-02
4,(No title),good,2026-06-02
2,(No title),worst Experience..Have glitch while Trading...automatic exit from candle chart while imp time of scalping.worst experience.,2026-06-02
5,(No title),shahi h,2026-06-02
5,(No title),good aap 😊,2026-06-02
5,(No title),good 👍,2026-06-02
5,(No title),groww stock is good application,2026-06-02
5,(No title),ok,2026-06-02
3,(No title),nice,2026-06-02
4,(No title),good,2026-06-02
5,(No title),good for investment of money. every thing easy,2026-06-02
4,(No title),good app 👍,2026-06-02
5,(No title),సూపర్,2026-06-02
5,(No title),easy interface easy to use good technical analysis top 3 rank in india,2026-06-02
2,(No title),exit function is not working properly,2026-06-02
1,(No title),never use this lot of hidden charges,2026-06-02
5,(No title),good,2026-06-02
5,(No title),good,2026-06-02
1,(No title),FnO button flickering during order placing..seems highly suspicious and looks like engineered malfunction to skip or prevent user from placing sell orders at profit.....only happens when you are at profit not during loss!..raising the issue with sebi today! enough is enough Groww!,2026-06-02
5,(No title),good app,2026-06-02
4,(No title),good going,2026-06-02
5,(No title),very good,2026-06-02
5,(No title),good,2026-06-02
5,(No title),Better treading aap.,2026-06-02
5,(No title),good,2026-06-02
5,(No title),good,2026-06-02
5,(No title),nice good app,2026-06-02
5,(No title),best demat app,2026-06-02
5,(No title),good app,2026-06-02
1,(No title),third class glitches ki dukan logo ke paise kharab karne ki ninza technical platform,2026-06-02
5,(No title),good 👍,2026-06-02
5,(No title),good 👍🏻,2026-06-02
5,(No title),Best app,2026-06-02
5,(No title),good application,2026-06-02
5,(No title),super,2026-06-02
4,(No title),nice,2026-06-02
5,(No title),good,2026-06-02
2,(No title),"check your bug in today's low and high and ,also the price tag after closing the market it not showing correct infact graph is showing correct",2026-06-02
5,(No title),nice groww app,2026-06-02
3,(No title),good,2026-06-02
5,(No title),Good,2026-06-02
4,(No title),Good platform for investment,2026-06-02
3,(No title),ye new update bhut he bakwash hai jo changes huye hai vo problem create ker rhe hai aur slow feel kara rha hai,2026-06-02
5,(No title),Give stock analysis.,2026-06-02
5,(No title),good,2026-06-02
5,(No title),GOOD,2026-06-02
5,(No title),"very easy to use and helpful app,,, thank you grow team 🥰",2026-06-02
4,(No title),अच्छा,2026-06-02
5,(No title),good,2026-06-02
5,(No title),very good app,2026-06-02
5,(No title),easy for beginners,2026-06-02
5,(No title),good app trading 👍,2026-06-02
5,(No title),best,2026-06-02
5,(No title),nice,2026-06-02
5,(No title),This platform is best for option trading,2026-06-02
5,(No title),good experience,2026-06-02
5,(No title),nice🙂,2026-06-02
5,(No title),best investment app,2026-06-02
5,(No title),ok,2026-06-02
5,(No title),Good 👍🏻,2026-06-02
5,(No title),awesome,2026-06-02
5,(No title),best app h,2026-06-02
5,(No title),good,2026-06-02
4,(No title),good 👍😊😊,2026-06-02
5,(No title),very good app for investment and mutual fund,2026-06-02
5,(No title),good,2026-06-02
5,(No title),"it's very simple to use and gives all the relevant data of Equity, all AMC's MF, F&O etc. Hence I strongly recommend to use this app for your saving's multiplication. regards",2026-06-02
5,(No title),good,2026-06-02
5,(No title),it is good app it's working perfectly and wonderfully well as the correct information,2026-06-02
2,(No title),there is no offer for sale ofs option for any share on any section in this application compare,2026-06-02
5,(No title),very nice,2026-06-02
5,(No title),good,2026-06-02
4,(No title),good,2026-06-02
5,(No title),nice,2026-06-02
5,(No title),very good,2026-06-02
5,(No title),good 👍👍,2026-06-02
5,(No title),very help 🌝🌝🌝,2026-06-01
5,(No title),good,2026-06-01
4,(No title),overall experience Good,2026-06-01
5,(No title),best website 👌,2026-06-01
3,(No title),🙂,2026-06-01
5,(No title),very good app,2026-06-01
2,(No title),good,2026-06-01
4,(No title),good,2026-06-01
5,(No title),acha h,2026-06-01
5,(No title),good app,2026-06-01
4,(No title),good,2026-06-01
5,(No title),super app very easy to trade,2026-06-01
5,(No title),all good,2026-06-01
5,(No title),good,2026-06-01
1,(No title),Bhai logo mahnat ki pise ase kisi ko mat do ye ap broker ap h tum win karo ya loss isko kuch lena dena nhi apne mahnat ki pise se fd karwalo kuch nhi share market m barbaad ho jaoge inake chrge de deke,2026-06-01
5,(No title),"beginner's friendly, easy to use, Familiar Environment and easy to Track portfolio. Best Broker for beginners.",2026-06-01
5,(No title),ok,2026-06-01
5,(No title),good review,2026-06-01
5,(No title),good,2026-06-01
5,(No title),future maintain,2026-06-01
1,(No title),"I am extremely disappointed with the Grow app. It is a stock broker, but when I added 100 rupees, I had a 20 rupee loss, which, due to the broker’s fault, escalated to an 800 rupee loss. They took my limit order and treated it as a market order, and the stop loss hit too quickly, even though the price hadn’t reached that point. I advise everyone not to trade on this app, because no matter how many limit orders you place, they get executed as market orders, and the stop loss hits instantly witho",2026-06-01
5,(No title),good,2026-06-01
5,(No title),bast good,2026-06-01
5,(No title),very good app for investing,2026-06-01
5,(No title),Groww is the best way for your financial growth.,2026-06-01
5,(No title),Good,2026-06-01
5,(No title),good 👍😊,2026-06-01
1,(No title),"don't use this app,very slow and garbage app",2026-06-01
5,(No title),super 💯,2026-06-01
5,(No title),best trading platform,2026-06-01
1,(No title),waste update,2026-06-01
5,(No title),Nice service,2026-06-01
5,(No title),good,2026-06-01
1,(No title),"20 rupiya profit hoga toh dalali charge 18 rupiya 20-18=2 apke hat me dalali charge bohat jiyada hai ap sikhte sikhte 400-500 ullu banake udake leke jayega,agar 5 lakh logo koa 400-500 karke chuna lagaya toh 20-25 coror hote hai,real mein ek dalali apps share market name par naya logo ko chuna lagate hai",2026-06-01
5,(No title),This is the best application to give best service to the traders.,2026-06-01
1,(No title),very bad 😞😞,2026-06-01
5,(No title),best app,2026-06-01
5,(No title),awesome 👌,2026-06-01
5,(No title),The best app for trading mutual funds and stocks,2026-06-01
1,(No title),"Hello Groww app team, As you are aware, recent regulatory changes have made the TER of a mutual fund a highly volatile quantity. You need to urgently display the base expense ratio (BER) for better context. The TER id the BER plus brokerage costs plus taxes, and a single day of heavy trading by the fund manager caused the TER to misrepresent the actual value. This also masks actual increases in costs to the customer.",2026-06-01
1,(No title),Current update is worst...The app flicker constantly and I can't exit the trade i have taken. Shortcut exit from position.,2026-06-01
1,(No title),after the update of application you are not able to exit tour trade easily as application hang so much... daya by day application is going worse ...please any other different application....kindly do not trade in grow as there are so many bug issue comes while trading....,2026-06-01
5,(No title),best,2026-06-01
5,(No title),nice 👍,2026-06-01
5,(No title),ok,2026-06-01
5,(No title),बेस्ट ब्लॅटफॉर्म फॉर ट्रेडिंग,2026-06-01
5,(No title),good,2026-06-01
5,(No title),exalent service,2026-06-01
5,(No title),best trading app,2026-06-01
5,(No title),👍,2026-06-01
5,(No title),amazing 😍,2026-06-01
5,(No title),varry good,2026-06-01
4,(No title),👌,2026-06-01
5,(No title),good,2026-06-01
5,(No title),"One of the best trading apps for beginners, and now equally great for professional traders. The 1-Tap Trading feature makes execution much faster and smoother. Overall, the experience has been excellent, and I highly recommend this app to everyone. My only request is to please launch the 1-Tap Trading feature for iOS users as well. It would make the app even better.",2026-06-01
5,(No title),nice,2026-06-01
5,(No title),very useful..,2026-06-01
1,(No title),I can't add my pan card it's going into a loop of aking pan then loging into relative account then again asking pan,2026-06-01
5,(No title),👍,2026-06-01
